,text
213,@Nibirusenpai27 «بازی» قرار نیست بکنند. مصاحبه‌ست اینام میزبانند.
214,@online_3_ چشات روشنه؟
215,خب اسحاق جان شما قبل از اینکه بیای جلو دوربین،یدور از رو متنی که برات نوشتن روخونی میکردی که انقدر نرینی 😂
216,@ImanT82 من هم هر روز چیزهای جدید پیدا میکنم 😉
217,"@milliegrint2 @B_hundred_Hyun @weareoneEXO @layzhang امروز چی شده بود فضایی جون؟؟
 @B_hundred_Hyun⁦ @weareoneEXO⁩  @layzhang"
218,@MB313qq @tahanaraghi1 راضی😂✌
219,@youtab_yegane دیگه دغدغه ای ندارم
220,این مرد دیوانه نیست. یک طنز پرداز عملگرای معترض است.
221,"RT @melikasooya: یه موقع این لیست رو فالو نکنیدااا.
کفتر فارسیه

@weareoneEXO 
@B_hundred_Hyun 
@layzhang https://t.co/Pcj6A461d7"
222,"RT @futheme: از وقتی پسرعموم مو کاشت ایمان آوردم به اینکه عقد پسرعمو و دخترعمو رو تو آسمونا بستن :)
این همه زیبایی رو کجا قایم کرده بودی مو…"
223,RT @Abubakar7Bhatti: 💞اَلّٰلھُم صَلِی عَلٰی مُحَمَّدٍ وَعَلٰی آلِ مُحَمَّدٍ کَماَصَلَّيتَ عَلٰی اِبْرَاھِيمَ وَعَلٰی آلِ اِبْرَاھِيمَ اِنَّ…
224,RT @robertofantasy: چه خواب کثافتی دیدم
225,"RT @Shabaninia1: هفت تپه به بیت المال بازگشت 

_خداقوت سید ابراهیم ✌✌ https://t.co/ULUcFXYcqP"
226,@hani_sdn جز مرگ به نظرم راهي مداره واقعا
227,@yalda_iu اوکیه:)
228,RT @SaidAzami2: اکثریت قاطع زنان و دختران افغانستان مخالف به قدرت رسیدن طالبان و دیکتاتوری دینی در آن کشور هستند
229,"RT @1exmlnn383: بعضیا جوری از فکر رفتن اکسو از اس ام ناراحتن ک برنمیتابم.
خب ودف یعنی تمام فکر و ذکرتون کانسپت و خط داستانی اکسوعه؟!!!
یعنی…"
230,"راستش من اکسوال نیستم 😂😂

یه موجود فضایی ام که از سیاره اکسو پلنت اومدم زمین اسمم هم اری هست

#EXO 
@weareoneEXO… https://t.co/KPQyLfgbrW"
231,@AzamBahrami کل پایگاه اجتماعی حکومت حدود بیست درصده ، سهم اصلاح‌طلبان چیزی از نصف این کمتر ، بعد میگید باید نسبت ب… https://t.co/uHE0G6YGle
232,"@ShabnamMohamm16 کانال تلگرام زدم . اونجا گذاشتمشون، فقط معنی عبارات باشه کلیپ رو عربی میکنم.

اینم آدرس کانال:… https://t.co/V68Mt8raPZ"
233,بد نیست بدانید جزیره‌ای در مکزیک به نام درXochimilco وجود دارد که در آن عروسک‌های پلاستیکی به درختان آویزان هستند.… https://t.co/GOsozzKvwT
234,"وضعیت یه طوریه که نمیتونیم حدیث بذاریم از امام معصوم در مورد عدم جواز جنگ و جهاد ابتدایی در رکاب غیر معصوم!
میترسیم… https://t.co/dxvolLz9O3"
235,"#فوری
حضور رهبر انقلاب آیت الله خامنه ای در وزارت کشور برای ثبت نام برای ریاست جمهوری.

. https://t.co/dLXlI8gDW3"
236,RT @Dr_SaeMoh: به کسانی که هویت خودشان را مدیون #پادگان و #دادگاه هستند به صراحت می گویم به حول و قوه الهی ، امروز  آغازی بر پایان #اشرافیت…
237,"RT @yase_sefid8085: @Taheri_Movement برای نجات جان #صبا_کردافشاری
 هموطن عزیزمان با وحدت همیشگی صدای بی گناهیش خواهیم بود
#توفان_توییتری
شن…"
238,RT @el76bisa: میسوزونه 🔥 https://t.co/Kd77pyYg2J
239,میتونم برای آهنگ تنها ترین عاشقِ فریدون فروغی بمیرم.
240,"همش معطل یه دونه سعیدیم، گرفتاری شدیماا
#جلیلی_بیا https://t.co/80RpZiyh95"
241,زورو که نیستی، جمع کن اون چادر صاب‌مرده کثافتو!
242,"RT @zahra_noroozi_: شمایی که در جهت حمایت از فلسطین
حتی یک توییت هم نمیزنی؛لطفا از
سفت کردن بند پوتین هات با من حرف نزن!"
243,@fake__face كسخل بواي اون كار كه بايد بري خراستان كه هم مرز باشي با افغانستان و كرمان =)))))))
244,"@kalhorinejad ممد سوروس ثبت نام می کنه 
بمب خبری 😂
 #فتنه"
245,"RT @artium_x: و مکرو و مکرالله...
خدارو کر اصلاحطلبان و لیبرالها همه با هم یکجا آمده‌اند که انشاالله مردم یکبار برای همیشه ریشه‌شان را بزنن…"
246,RT @mia__caffrey: @BariVafa @kimlanga_ @B_hundred_Hyun @weareoneEXO @layzhang دقت کردی ما تایپمون همین سایمون و سومان اند؟ اکسو و واندی وسی…
247,@samaneh_sartip خیلی واقعا 😄
248,"@whoismojgan @ali_vess @_anahitam هانی اونا برای بخش برنامه کنای کرجن 
بچه ها طبقه بندی کرج رو برای من میدونن… https://t.co/ALX4CXd7We"
249,"RT @likewaterN: می دونین چیه ؟ ناراحت نمی شم اگه بلک پینک نبره... فقط می خوام، آره فقط می خوام تلاشمونو بکنیم 
I just votes for @BLACKPINK…"
250,"اونجایی که جون میکنی خودتو جمع کنی و به خودت بیای
اونجام"
251,@harandi1367 همین نشان از پاک بودن ایشان و تبر بودن برای بت های لیبرال و اصلاحات هست
252,"RT @marziyehyar99: آیت الله رئیسی را شایسته تصدی مقام ریاست جمهوری می‌دانیم
#رئيسی_بیا https://t.co/PbLJemJdGv"
253,هیچی به اندازه ادعا تو خالی بودن آدما رو نشون نمیده .
254,"RT @amjad_abdi88: بیانیه #محمدرضا_عارف عارف تا دقایقی دیگر منتشر می‌شود

پ.ن: 8 صفحه A4، پشت و رو سفید"
255,RT @eliasshahii: میدونم هایپر محله‌تون از اینا نمیفروشه. https://t.co/ofIi11o4dk
256,@thekitsuneh بگو برای اینکه باباتو خوشحال کنی برو بخون
257,@behrouzshojaei اوه اوه خیلی درگیرمون کردی. بچه ها بیاید همو پاره کنیم این زیر.
258,RT @Farzana722: ابلیس کی مجلس شوری😂 https://t.co/LkhGeELPgY
259,"لطفا تا ۷ خرداد اکانت توییتر،تلگرام و اینستاگرام منو آنفالو نکنید
https://t.co/P8AfqQT06g

https://t.co/pMH6s8UmKo"
260,"RT @AliReza9119: تعدد کاندیداهای انقلابی برای دفاع از گفتمان انقلاب اسلامی در مقابل غربزده‌های حرّاف؛
""به شرط وحدت در روز آخر""؛
نه تنها مکر…"
261,کیر تو کولر شاشم گرفت
262,RT @d_zolfaghar: آیت‌الله رئیسی گفتند:شناختی که از چالش‌ها، ظرفیت‌ها، استعدادها و سرمایه‌های این کشور کسب کرده‌ام، آمده‌ام تا با کمک همه مر…
263,اینایی که از ول کردن #قوه_قضائیه ناراحتن ، نترس جانم ، قوه قضاییه تا حالا داشته به تخلفات #دولت رسیدگی میکرده ....!
264,@abbas_mirzaaa این حرفها درست نیست عباس اقای عزیز
265,@Sahar13600 اواتارت زیبا خانوم🙈🙈🙈🌺🌺
266,اگه تا ۵۰کیلویی بیزحمت بیا روم راه برو
267,@mah_naz_mah وااای خیلییی ترسیده از امدن اقای رییسی😂😂عصبی شده
268,@_fatmh__ سیریشن بخدا🥲
269,@akubis2020 @o_0_O_0_0_0 آره، شغلش اینه ولی یجوری میگن کلفت انگار کار پست و پایینیه، البته تا الان اینطور برداشت می… https://t.co/mN37KdFLc7
270,"@Masoud_snns7 حالا میخوای معنی‌شم بگو 
راه دوری نمیره 😒"
271,@starnadery چرا چیشده
272,RT @SaharMaranlou: برادرم، سهراب، پدرم را بدون ثبت‌نام قبلی برده‌اند برای واکسن به مرکز ایران مال. این مرکز مرتب و مجهز واکسیناسیون گویا به…
273,@EliadHosseini کد بانو :))
274,"@mostafatajzade آره مصطفی! بیا که با اسرائیل صلح کنیم! همه با هم خوب باشیم! 
دور از جون، ببعی هم میدونه دنیا دست کی… https://t.co/lImFMxCu3x"
275,نبود يك كريم باقرى تو زندگيم حس ميشه
276,"RT @mehrdadam1996: نه غزه
نه لبنان 
ریدم وسط قرآن😇
#HamasTerrorists"
277,RT @mostafatajzade: بیانیه ثبت نام: من با نگاه و ادبیات دشمن‌محور مخالفم و آمده‌ام که باب #دوستی بگشایم. مرگ‌خواهی برای این و آن بس است.  پ…
278,"RT @Amir_yakuza: @justalireza من تو عملیات شرکت نکردم ولی طرفدارشم
#سعید_جلیلی
#جلیلی_بیا"
279,@ShAbasii مخصوصا اگه سپه باشه :))))
280,"RT @Nstrn49783291: سلام بچ ها قبل از همه چی لطفن ریت کنید همه ببینن🙏🙏
روزای امتحانی شروع شده و اکثر ماها امتحان داریم
باید رو خوندن تمرکز ک…"
281,"RT @Aligh_Official: چه باز در دلت آمد که مهر برکندی

چه شد که یار قدیم از نظر بیفکندی

ز حد گذشت جدایی میان ما ای دوست

هنوز وقت نیامد که ب…"
282,@Sepseparmy تو کجایی ?
283,"RT @MissSeyedeh: من تاحالا نه در مورد کاندیدی اظهار نظر کردم و نه در موردش توییت زدم!!
ولی به خاطر سید محرومان،تا آخرین نفس 
هستیم ✌✌ https…"
284,@NIIIIKTA ای جانم🥺
285,"RT @sabeti_twt: روحانی، ناطق نوری، ولایتی و لاریجانی شبیه ترین شخصیت های سیاسی به همدیگر هستند، مثل چهار برادر!

سال 76 ناطق خواست رییس جمه…"
286,"@sa1_amin1 پوزش چجوری باید باشه..
آخه مشکل اینجاس واضح هم نیس عکسم https://t.co/XIbq7jbGOZ"
287,"RT @Decalcomaniia24: ""من چجور آدمی ام؟
آدم خوبی ام؟
آدم بدی ام؟
راه های زیادی برای قضاوتش هست
منم بهرحال آدمم""

People
1
I vote for @BTS_tw…"
288,"RT @RoiaSadr153: بخت،باز آید از این در که یکی چون تو در آید...
#رئیسی_متشکریم https://t.co/5NTGsvIwyu"
289,@S8n33 طراح کار اعلام کرده. پول هم بده گوه میخوره می‌بره آن آف تی کار یک نفر دیگه رو به اسم خودش میزنه
290,"RT @AshkanSohaily: مگه موساد همون نیست که احمدی روشن و رضایی نژاد و... رو ترور کرد 

بابا #رستم_قاسمی رو هم می خواسته بزنه
 #تحریم"
291,@RealPureself به به خیلی هم زیبا . به قول شاعر چه استایلی چه آرامشی داری.
292,@behnamsamadi_ir حق گفتی مافیا هم هستن گرفتی؟😂✌️
293,@Parparoothe1st تست کرونا؟
294,"RT @Hadis6104L: بچه ها...
بیاید فقط به پسرا اعتماد کنیم،هر کاری که تو آینده کردن تنها کاری که اکسوالاشون انجام میدن فقط حمایت کردنه
وقتی جو…"
295,"#علي_لاريجاني خطاب به #ابراهيم_رئيسي ؛
تو مگه خودت قوه نداري چش به قوه ي ديگران داري؟!"
296,"RT @eynak_surati: شما برو رای بده
من نمیخوام دستم به خون کشته های آبان و هواپیمای اوکراینی و.. آلوده بشه"
297,"@IeaOffice محض رضای خدا از خر شیطان پایین شوید.
به ‌والله که خودتان هم میدانید که در صراط باطل روان هستید چه رسد به… https://t.co/1em3DpVAlz"
298,@Saddddddbitch نه دیگه تاثیر گذاشتی دارم شالگردن میبافم
299,"RT @ali_bitarafan4: خدایا🤦‍♂️😓
جهانگیری اومد ثبت نام کرد!
خب تو اگه بلد بودی مشکلات کشورو حل کنی به روحانی میگفتی تو این ۸ سال
میشه من هتک…"
300,@Muhamma78060857 کام کام اور بس کام 🥺
301,"RT @Roya_parvaz0: گفتی به من نصیحت دیوانگان مکن
باشد، ولی نصیحت دیوانه می‌کنی
فاضل نظری"
302,"RT @ya_zahra_1379: بیانیه آیت‌الله رئیسی منتشر شد

🔹اینجانب برای ایجاد تحول در مدیریت اجرایی کشور، و مبارزه بی‌امان با فقر و فساد، تحقیر و…"
303,"برای فنوار همه امادن~
@layzhang @B_hundred_Hyun @weareoneEXO #EXO #엑소
@exoonearewe"
304,"RT @jafaritwt: سید ابراهیم رئیسی در ستاد انتخابات وزادت کشور: من رقیب جناح‌ها نمی دانم، من رقیب فساد و ناکارآمدی هستم.
بانیان و شرکای وضع م…"
